gene,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde,sv_genes_gpcounts,gene_sh,llr_gpcounts_shuffled,LLR_shuffled,sv_genes_gpcounts_shuffled,sv_genes_spatialde_shuffled,sv_genes_spark
Lmo4,,20.17969811,6.614641155,Lmo4,2310035C23Rik,0.423153353,0.00096401,Celf1,,Ms4a15
Fmnl2,,20.10642103,7.19506014,Fmnl2,2310036O22Rik,1.093142182,1.361037258,Hbb-b2,,Crtc1
Arpc1b,,20.05524381,2.929103238,Arpc1b,2310039H08Rik,0.262587855,0.100885623,Pik3r1,,Elfn1
Bmp7,,19.90508076,3.59435311,Bmp7,2310040G24Rik,0,0.000964007,Cdr1,,Fam163b
Ppp3r1,,19.85013705,3.547928933,Ppp3r1,2310042D19Rik,0.000986857,0.015322332,Sncb,,Igf1
Aebp1,,19.84989769,8.662257395,Aebp1,2310044G17Rik,0.182060056,0.000964008,Heyl,,Gabra1
Limd2,,19.83228942,7.882307144,Limd2,2310045N01Rik,0.009794111,0.00096401,Ctsb,,Ncs1
Slc6a11,,19.79985114,16.48469974,Slc6a11,2310047M10Rik,0,0.000964009,Tbc1d9b,,Zfp36l2
S100a16,,19.77365545,7.140102881,S100a16,2310057M21Rik,0.184785161,0.861453473,Nat8l,,Ifitm3
Tspan7,,19.59058543,16.97436935,Tspan7,2310061I04Rik,0,0.000964008,Cacng3,,Tubb2b
Slc13a4,,19.5193812,6.375504918,Slc13a4,2310061J03Rik,0.03204708,0.00096401,Aqp1,,Jph3
Cnn3,,19.45011622,7.106000319,Cnn3,2310067B10Rik,1.33E-07,0.00096401,Efemp1,,Prdx1
Plekha4,,19.24374537,5.083125837,Plekha4,2310068J16Rik,6.06E-06,0.00096401,Fam3c,,Atp2b1
Dcx,,19.23340625,5.125360692,Dcx,2310069G16Rik,0,0.000964011,6330403K07Rik,,S100a16
Yap1,,19.21267864,2.910656377,Yap1,2410002F23Rik,0,0.000964007,Slc6a1,,Slc13a3
Itm2a,,19.05964627,1.945927799,Itm2a,2410004B18Rik,0,0.22041106,Dlgap3,,Igfbp2
Scamp1,,19.01739731,3.054093615,Scamp1,2410004N09Rik,0.001820137,0.546589002,Hadhb,,Map7d1
Lamc1,,18.83343479,1.471898084,Lamc1,2410006H16Rik,0,0.000964011,Acbd7,,Mapkapk2
Mdk,,18.76970359,5.018961987,Mdk,2410015M20Rik,0,0.000964008,Hnrnph1,,Pla2g16
Dnajc6,,18.74723374,12.40260942,Dnajc6,2410016O06Rik,0.044992575,0.000964009,Sep-15,,Cxcr4
Shisa9,,18.61612251,7.76475732,Shisa9,2410018L13Rik,0,0.080528731,Angptl4,,Shisa6
Aldh1a1,,18.58305048,0.726522876,Aldh1a1,2410018M08Rik,0.511772284,0.807344715,Gabrb2,,Hivep2
Calb2,,18.37877806,9.922225348,Calb2,2410057H14Rik,0,0.000964011,Ppp3cb,,Vim
Tnfrsf19,,18.30131018,5.794380294,Tnfrsf19,2410066E13Rik,0.042111433,0.532044899,Rpl3,,Hspa2
Cbx6,,18.16756171,5.563252998,Cbx6,2410076I21Rik,0.370473064,1.652886108,Rhobtb3,,Gm1821
Srebf1,,18.15265886,0.970986281,Srebf1,2410089E03Rik,0.001528622,0.572910309,Sp9,,Igsf3
Slc17a7,,18.08330475,15.39548477,Slc17a7,2410127L17Rik,0,0.005823638,Gatm,,Egr1
Grasp,,18.04942761,6.309492506,Grasp,2410131K14Rik,0.081126291,0.000964008,Hlf,,Tmod2
Rgs12,,17.94639342,5.520433492,Rgs12,2410133F24Rik,0,0.00096401,Camkv,,Nrxn3
Itm2b,,17.85859684,4.829220138,Itm2b,2500004C02Rik,0,0.00096401,Serpine2,,Gatm
Eomes,,17.80291392,10.77109252,Eomes,2510002D24Rik,0.013322088,0.000964008,Sipa1l1,,Gm20594
Usp54,,17.74642785,1.320037881,Usp54,2510003E04Rik,0.42561407,0.839485612,Dab2,,Ubl3
Shisa2,,17.71877052,12.14096476,Shisa2,2510009E07Rik,0.313967681,0.000964007,Bcl11b,,Clip3
Syt1,,17.64685133,12.4606224,Syt1,2510039O18Rik,0.016436401,0.000964008,Sphk1,,Mfap3l
Hsp90aa1,,17.61764366,5.064065387,Hsp90aa1,2610001J05Rik,0.012175072,0.000964011,Col11a1,,Sncb
Ncam1,,17.53255977,11.97920222,Ncam1,2610002J02Rik,0,0.00096401,Tmod2,,Slc38a3
AI593442,,17.50517635,8.306772733,AI593442,2610002M06Rik,1.32E-06,0.000964008,Abr,,Lpar1
Mt2,,17.48315698,6.961921188,Mt2,2610005L07Rik,0,0.00096401,Rasgrp1,,Syt7
Fscn1,,17.47550293,2.531407617,Fscn1,2610008E11Rik,5.02E-06,1.132069262,Foxo1,,Hs6st2
Zdhhc2,,17.47233094,11.70713504,Zdhhc2,2610015P09Rik,0.083507422,0.288851871,Rab3a,,Lrig1
Eif4a1,,17.38497723,2.268322768,Eif4a1,2610017I09Rik,0.038463961,0.041989686,Phldb2,,Nppa
Tubb2a,,17.32921796,5.012030837,Tubb2a,2610018G03Rik,0.312910768,0.623028023,Cdk5r1,,Sp9
Cyp2j6,,17.28137223,0.891547849,Cyp2j6,2610019E17Rik,0,0.007689236,Pebp1,,Purb
Kalrn,,17.21864444,5.108343892,Kalrn,2610019F03Rik,7.00E-05,0.000964007,Thbs2,,Dlx5
Camk4,,17.20995768,10.4424405,Camk4,2610020C07Rik,0.261508959,1.262031838,Rasl10b,,Pebp1
Tshz2,,17.17173065,1.967839825,Tshz2,2610020H08Rik,0.004427703,0.045022289,Pla2g16,,Arl4d
Mapk8ip1,,17.03737305,0.78300846,Mapk8ip1,2610027K06Rik,0,0.00096401,Fam107a,,Hes5
Ckb,,17.01422393,10.89630152,Ckb,2610034B18Rik,0.193376368,1.405001227,Iqgap1,,Omp
Ly6c1,,17.00563238,4.063980908,Ly6c1,2610034M16Rik,0.7836513,0.573878976,Col12a1,,Kif5b
Gm20594,,16.97741287,0.359330195,Gm20594,2610035D17Rik,0,0.000964009,Slc38a3,,R3hdm2
Nfia,,16.84541099,4.825949783,Nfia,2610035F20Rik,0,0.000964009,Ap2m1,,Dab2ip
Col1a2,,16.72489982,1.081426833,Col1a2,2610044O15Rik8,0.00751741,0.017314303,Ogn,,Snrk
Akap12,,16.65312239,1.566181961,Akap12,2610100L16Rik,0.14308839,0.632473207,Atp5b,,Ncdn
Trh,,16.6316926,5.496973518,Trh,2610203C20Rik,0.054434532,0.264361882,Kcnd2,,Glul
Bag3,,16.61902988,5.301722268,Bag3,2610204G22Rik,0,0.00096401,Scrib,,Usp54
Bex2,,16.5412559,1.733255536,Bex2,2610301B20Rik,1.006968685,0.441796566,Arvcf,,Tmem176a
Fam131b,,16.53547851,4.391484861,Fam131b,2610301G19Rik,0,0.000964011,Atp6v1e1,,Sypl
Ppp3ca,,16.47023213,10.03420285,Ppp3ca,2610305D13Rik,0,0.00096401,Lrp4,,Cfl1
Aldoc,,16.46918174,7.751767777,Aldoc,2610306M01Rik,0.001645724,0.083477615,Pde5a,,Etnk1
Rab3b,,16.39196657,14.63086966,Rab3b,2610307P16Rik,0,0.00096401,Vat1l,,Celf1
Arhgap33,,16.3489943,14.58068324,Arhgap33,2610316D01Rik,1.42E-06,0.000964011,Elovl5,,Ywhah
Dtx4,,16.31425661,2.336804894,Dtx4,2610318N02Rik,0.021551314,1.45955772,Nmb,,Unc80
Gria2,,16.21944893,4.381682065,Gria2,2610507B11Rik,5.11E-05,0.000964008,Tmsb4x,,Glo1
Tmsb4x,,16.18517411,3.714090086,Tmsb4x,2610507I01Rik,0.019651906,0.03510634,Gria2,,Dnajb5
Nmb,,16.13927702,7.476682677,Nmb,2610524H06Rik,0,0.000964011,Dtx4,,Sorbs1
Elovl5,,16.13392332,5.808595099,Elovl5,2610528A11Rik,0,0.00096401,Arhgap33,,Lhfpl3
Vat1l,,16.12984395,7.18504656,Vat1l,2700029M09Rik,0.171680337,0.079842752,Rab3b,,Tacc1
Pde5a,,16.12424258,7.221135522,Pde5a,2700046A07Rik,0,0.027442242,Aldoc,,Sparc
Lrp4,,16.08429297,2.014675977,Lrp4,2700046G09Rik,0,0.000964011,Ppp3ca,,Icam5
Atp6v1e1,,16.06446167,0.875264983,Atp6v1e1,2700049A03Rik,0.117203597,0.000964011,Fam131b,,Gabrg2
Arvcf,,16.0447869,2.586707955,Arvcf,2700050L05Rik,0,0.14286962,Bex2,,Gria2
Scrib,,16.03743961,0.913167931,Scrib,2700054A10Rik,0.166452672,0.839829909,Bag3,,Pak1
Kcnd2,,15.99599881,5.554499503,Kcnd2,2700060E02Rik,0,0.036455461,Trh,,Fads1
Atp5b,,15.89799172,8.457406978,Atp5b,2700062C07Rik,3.33E-07,0.00096401,Akap12,,Sash1
Ogn,,15.83144888,4.610705572,Ogn,2700081L22Rik,0.062251582,2.403906407,Col1a2,,Bmp7
Ap2m1,,15.8191911,1.736005171,Ap2m1,2700081O15Rik,0.098130037,0.000964007,Nfia,,Ppm1e
Slc38a3,,15.78820723,11.08479009,Slc38a3,2700089E24Rik,1.687229682,0.584864043,Gm20594,,Aqp1
Col12a1,,15.76423921,2.832137234,Col12a1,2700094K13Rik,0,0.044149702,Ly6c1,,Calb2
Iqgap1,,15.75887691,4.167269679,Iqgap1,2700097O09Rik,0.03241701,0.000964009,Ckb,,Cebpd
Fam107a,,15.7116506,0.996500213,Pla2g16,2700099C18Rik,0.130574545,2.382300028,Mapk8ip1,,Actb
Pla2g16,,15.71153075,0.612333343,Fam107a,2810001G20Rik,1.191981334,1.635633393,Tshz2,,2310036O22Rik
Rasl10b,,15.69350552,11.23931573,Rasl10b,2810002D19Rik,0.347273615,0.805622825,Camk4,,Akap10
Thbs2,,15.63850015,5.672179336,Thbs2,2810004N23Rik,6.283275204,6.189730253,Kalrn,,Atcay
Pebp1,,15.6253852,7.322310316,Pebp1,2810006K23Rik,0,0.000964009,Cyp2j6,,Kalrn
Cdk5r1,,15.53080325,2.964244711,Cdk5r1,2810007J24Rik,0.137691889,1.356417968,Tubb2a,,Bambi
Phldb2,,15.4936874,4.544594592,Phldb2,2810008D09Rik,0,0.000964011,Eif4a1,,Spata13
Rab3a,,15.42834536,4.146796985,Rab3a,2810011L19Rik,0.175057652,0.021695323,Zdhhc2,,Kcnj4
Foxo1,,15.36193192,3.72181924,Foxo1,2810013P06Rik,0,0.000964011,Fscn1,,Atp5b
Rasgrp1,,15.27203798,3.494476724,Rasgrp1,2810021J22Rik,0,0.000964011,Mt2,,Car2
Abr,,15.24671396,0.990875464,Abr,2810025M15Rik,0.040412657,0.000964009,AI593442,,Dlx2
Tmod2,,15.24113044,4.146685334,Tmod2,2810029C07Rik,0.154355068,1.428040399,Ncam1,,Inpp5j
Col11a1,,15.23464564,3.830291532,Col11a1,2810032G03Rik,0.295707657,1.026851182,Hsp90aa1,,Tcp11l2
Sphk1,,15.22666761,4.146443593,Sphk1,2810049E08Rik,0.060077897,0.000964007,Syt1,,Cck
Bcl11b,,15.20840489,2.627535522,Bcl11b,2810403A07Rik,2.52966867,3.139864209,Shisa2,,Eif4a1
Dab2,,15.17104515,1.118825049,Dab2,2810403D21Rik,0,0.000964009,Usp54,,Dlgap1
Sipa1l1,,15.14538411,3.312457392,Sipa1l1,2810405F15Rik,1.574971023,1.303168137,Eomes,,Fam65a
Serpine2,,15.11905412,6.312027757,Serpine2,2810407C02Rik,0.029115371,0.330005872,Itm2b,,Cldn25
Camkv,,15.05598113,0.8736921,Camkv,2810408A11Rik,0.20444658,0.887655536,Rgs12,,Nrxn2
Hlf,,15.03740419,11.12980917,Hlf,2810408I11Rik,0.00049622,0.132478945,Grasp,,Mtss1l
Gatm,,14.8921927,1.677610465,Gatm,2810408M09Rik,0.012395918,0.000964009,Slc17a7,,Cacnb4
Sp9,,14.84783064,6.399698638,Sp9,2810410L24Rik,1.21E-05,0.061346949,Srebf1,,Gabra5
Rhobtb3,,14.82092454,2.125843714,Rhobtb3,2810417H13Rik,0,0.00096401,Cbx6,,Aspa
Rpl3,,14.7858003,4.312291441,Rpl3,2810428I15Rik,0,0.000964008,Tnfrsf19,,Prdx6
Ppp3cb,,14.68988129,2.783962033,Ppp3cb,2810454H06Rik,1.56E-07,0.00096401,Calb2,,Grin1
Gabrb2,,14.58887561,12.04680871,Gabrb2,2810459M11Rik,0,0.000964011,Aldh1a1,,Pde4a
Angptl4,,14.58297928,2.953737466,Angptl4,2810468N07Rik,6.41E-06,0.000965549,Shisa9,,Psd
Sep-15,,14.57774318,3.423591966,Sep-15,2810474O19Rik,0.477345659,0.935700288,Dnajc6,,Ptprz1
Hnrnph1,,14.53876139,2.431406144,Hnrnph1,2900008C10Rik,0.159448635,0.285675828,Mdk,,Hadha
Acbd7,,14.49040848,3.784298355,Acbd7,2900009J06Rik,0.090863715,0.000964009,Lamc1,,Mkl2
Hadhb,,14.42831914,0.699873791,Hadhb,2900011O08Rik,0,0.061727663,Scamp1,,Nmb
Dlgap3,,14.42490952,6.594488728,Dlgap3,2900026A02Rik,0.120555897,0.29075666,Itm2a,,D4Wsu53e
Slc6a1,,14.39470335,4.108249583,Slc6a1,2900052N01Rik,2.68E-08,0.00096401,Yap1,,Ptgds
6330403K07Rik,,14.35895572,9.09877442,6330403K07Rik,2900055J20Rik,0.010920324,0.521395008,Dcx,,Lhfpl4
Fam3c,,14.35628267,1.642423522,Fam3c,2900060B14Rik,4.93E-06,0.000964008,Plekha4,,Acaa2
Efemp1,,14.34978373,3.426150858,Efemp1,2900076A07Rik,0.044554796,0.033050968,Cnn3,,Ywhaq
Aqp1,,14.32144117,3.49036843,Aqp1,2900079G21Rik,0.025041991,0.467334417,Slc13a4,,Cyp2j9
Cacng3,,14.26180035,8.491524059,Cacng3,2900092D14Rik,0.24606876,0.197818131,Tspan7,,Dpysl5
Syt7,,14.22280455,10.59875506,Syt7,2900097C17Rik,4.772111427,0.00096401,Rasl11b,,Rasgef1a
Arhgap5,,14.1182944,6.401642196,Arhgap5,3000002C10Rik,0.357650147,0.379254262,Lrig1,,Nr2f2
Mlf2,,14.02458038,0.638319009,Mlf2,3010001F23Rik,0,0.00096401,Mef2c,,Serpinf1
Prss56,,13.98547934,7.286060827,Prss56,3010026O09Rik,0,0.00096401,Dner,,Atp6v1b2
Nppa,,13.93597173,5.389193746,Nppa,3110001D03Rik,0.020281347,0.000964011,Snx18,,Sparcl1
Aldh2,,13.84582565,0.462905423,Aldh2,3110001I22Rik,0,0.000964009,Zfp36l1,,Mmd2
Hba-a2,,13.83371793,6.289306328,Hba-a2,3110002H16Rik,0,0.00096401,Cadm2,,Slc12a5
Tpt1,,13.81619103,3.522268911,Tpt1,3110007F17Rik,0.030088888,0.165692851,Htra1,,Cpt1a
Atp5a1,,13.74544053,9.968504387,Atp5a1,3110009E18Rik,0,0.177710626,Desi1,,Eif5a
Chgb,,13.64203335,6.600391634,Chgb,3110021N24Rik,0,0.017472946,Qk,,Ppp3r1
Lcat,,13.62022028,5.05412028,Lcat,3110035E14Rik,0.096165666,0.000964011,Eif5a,,Serinc3
Pip5k1c,,13.615863,2.448571489,Pip5k1c,3110039M20Rik,0.040394073,1.041515567,Stxbp6,,Slc1a4
Stxbp6,,13.6004989,5.225942936,Stxbp6,3110040N11Rik,0,0.000966938,Pip5k1c,,Sdc2
Eif5a,,13.48992393,1.314661147,Eif5a,3110043O21Rik,0.461883385,0.481338405,Lcat,,Slc32a1
Qk,,13.4753565,3.493433206,Qk,3110045C21Rik,0.004082865,0.42453379,Chgb,,Gpr153
Desi1,,13.43671461,4.352265465,Desi1,3110047P20Rik,6.03E-07,0.447409943,Atp5a1,,Desi1
Htra1,,13.39878353,1.183223042,Cadm2,3110052M02Rik,1.68E-08,0.000964008,Tpt1,,Npy
Cadm2,,13.39684259,5.767689298,Htra1,3110056K07Rik,0,0.00096401,Hba-a2,,Phgdh
Zfp36l1,,13.3747068,3.928182751,Zfp36l1,3110057O12Rik,0,0.167802413,Aldh2,,Rasl11b
Snx18,,13.19154946,2.627089635,Snx18,3110062M04Rik,0,0.00096401,Nppa,,Kcnb2
Dner,,13.1696757,7.90186452,Dner,3110070M22Rik,0,0.00096401,Prss56,,Calm2
Mef2c,,13.08409317,0.395140056,Mef2c,3110082I17Rik,2.40E-07,0.103030503,Mlf2,,Diras2
Lrig1,,13.07791842,1.239092251,Lrig1,3230401D17Rik,0.826835566,1.628545091,Arhgap5,,S100a10
Rasl11b,,13.02716897,2.662502796,Rasl11b,3632451O06Rik,0.019017499,0.000964008,Syt7,,Scd1
Ptms,,12.94359502,4.724529333,Ptms,3632454L22Rik,4.58E-06,0.000964011,Ptms,,Lbh
Chl1,,12.91172859,3.206493108,Chl1,3830406C13Rik,3.859689089,3.974656795,Plat,,Trim28
Slc35f1,,12.90320498,1.241618725,Slc35f1,3830408C21Rik,0.0322601,0.007474701,Pnmal2,,Asrgl1
Sox11,,12.89128323,5.950204676,Sox11,4430402I18Rik,0,0.000964009,Gfap,,Lrp4
Sfrp5,,12.89012482,13.89146103,Sfrp5,4632415L05Rik,1.290106461,1.610894459,Plscr4,,Nme1
Fam213a,,12.85671815,1.695752938,Fam213a,4632427E13Rik,0,0.000964011,Hes5,,Ablim3
Add2,,12.85352224,6.160459572,Add2,4632428N05Rik,0.008789806,0.096812935,Cald1,,Tpcn1
Celf5,,12.77229865,2.839968089,Celf5,4632434I11Rik,0,0.134096419,Shisa3,,Fxyd6
Cpne2,,12.73820994,3.954487426,Cpne2,4732415M23Rik,1.28E-06,0.00096401,Ypel5,,Rab37
Eef1a2,,12.6613012,4.005673438,Eef1a2,4732456N10Rik,0,0.071921744,Fgfr1,,Gria3
Rprml,,12.63123671,5.301868637,Rprml,4732471J01Rik,8.89E-07,0.000964011,Gria3,,Nat8l
Ywhaz,,12.58268675,2.582986795,Ywhaz,4732491K20Rik,0,0.000964009,Rtn1,,Cpe
Celf3,,12.54198828,2.969323246,Celf3,4831440E17Rik,1.49E-06,0.00096401,Mrc1,,Necab2
Cyp2a5,,12.53094867,1.953329666,Cyp2a5,4833412C05Rik,6.23E-06,0.000965734,Cdk17,,Gabarapl2
Arx,,12.50299001,6.15330758,Slc2a1,4833417C18Rik,0,0.000964011,Mtss1l,,Med10
Wipf3,,12.50080037,3.396776556,Ptpro,4833418N02Rik,0,0.014982068,Vwa1,,Aplp1
Ptpro,,12.49903231,0.009287536,Cav2,4833419F23Rik,0,0.00096401,Ptma,,Grm5
Slc2a1,,12.49487874,0.815222144,Wipf3,4833420G17Rik,0.032041816,0.00096401,Islr,,Ppia
Cav2,,12.49438049,6.17559369,Arx,4833422C13Rik,0.020506788,0.056740943,Calm3,,Camkv
Serpinf1,,12.46743097,2.79764499,Serpinf1,4833424O15Rik,0,0.00096401,Ctnna1,,Tmem47
Gabra5,,12.45313409,3.130581197,Gabra5,4833439L19Rik,0.408720779,0.000964011,Mycn,,Gprin1
Clip3,,12.43044353,2.928005776,Clip3,4921501E09Rik,9.75E-09,0.000964011,Nptn,,Mt1
Itpr3,,12.42223349,1.573465184,Itpr3,4921504A21Rik,0.000460037,0.00096401,Stmn1,,Hsp90aa1
Scg2,,12.41448092,8.161159146,Scg2,4921507L20Rik,0,0.003238656,Trim9,,Dgkz
Sat1,,12.37693688,1.575544922,Sat1,4921507P07Rik,0,0.00096401,Prex1,,Laptm4b
Cfl1,,12.34890313,7.265821723,Cfl1,4921524J17Rik,0,0.000964009,Rps29,,Gstm1
Ctsd,,12.30329336,5.363953846,Ctsd,4921530D09Rik,0,0.00096401,Matn4,,Fbxl16
Ubl3,,12.29166818,2.887419642,Ubl3,4921531C22Rik,0,0.000964009,Rnf187,,Dpf1
Igsf3,,12.28801586,5.753665535,Igsf3,4922501C03Rik,0.00481762,0.00096401,Snn,,Stxbp6
Spon1,,12.25927509,2.344732351,Spon1,4922501L14Rik,0,0.00096401,Dnm1,,Tuba1c
Meg3,,12.22143213,5.178510977,Meg3,4930402H24Rik,0,0.00096401,Alx3,,C1qtnf4
Itga7,,12.17577821,4.65986948,Itga7,4930404I05Rik,0.092397569,2.514364101,Ghitm,,Timp3
Rtn3,,12.15715982,4.450350209,Rtn3,4930404N11Rik,0,0.045661552,Reln,,Prss56
Ywhaq,,12.12296238,1.738848191,Ywhaq,4930412C18Rik,1.28E-07,0.000964009,Gabrg2,,Myo5a
Jam2,,12.11640271,5.453910274,Jam2,4930413G21Rik,0.63647106,1.692057979,Ppp1cc,,Col9a2
Col9a2,,12.05764907,2.766368143,Col9a2,4930414L22Rik,0.639300216,2.32998482,Rplp1,,Exoc2
Adcy2,,12.04246378,4.962869915,Adcy2,4930422G04Rik,0.009429705,0.968452033,Inpp5j,,Lrrc58
Slc32a1,,12.03584118,1.106915283,Slc32a1,4930423M02Rik,0.008060421,1.038311687,Ncan,,Plce1
Anks1b,,12.02288476,3.857981484,Anks1b,4930426D05Rik,0,0.00096401,E030024N20Rik,,Ypel5
Bin1,,11.99279245,1.710183022,Bin1,4930427A07Rik,0,0.00096401,Slc1a3,,Cdo1
Serping1,,11.98265965,1.287366189,Serping1,4930429B21Rik,0.042671711,0.924291779,Ldhb,,Dclk2
Pdhb,,11.95940562,5.101115969,Pdhb,4930429F24Rik,0,0.000964011,Ywhag,,Arpp21
Ypel3,,11.92100902,2.007771099,Ypel3,4930430F08Rik,0.008790958,0.000964008,Ypel3,,Chgb
Ywhag,,11.87937272,4.898987756,Ywhag,4930432K21Rik,0.156652106,0.748031039,Pdhb,,Megf10
Ldhb,,11.87480825,5.178899988,Ldhb,4930444A02Rik,0.002715396,0.00096401,Serping1,,Ctgf
Slc1a3,,11.87240721,10.16639285,Slc1a3,4930444P10Rik,0,0.00096401,Bin1,,Fam5b
E030024N20Rik,,11.84415062,0.91655802,E030024N20Rik,4930447C04Rik,0,0.000964009,Anks1b,,Tubb5
Ncan,,11.83686201,3.460310878,Ncan,4930451G09Rik,0,0.00096401,Slc32a1,,Prkca
Inpp5j,,11.78253915,1.6284199,Inpp5j,4930452B06Rik,0.13180863,0.141957613,Adcy2,,Ptpro
Rplp1,,11.71837908,1.571389016,Rplp1,4930453N24Rik,0.094689387,0.00096401,Col9a2,,Cacnb3
Ppp1cc,,11.67535873,5.049951053,Ppp1cc,4930469G21Rik,0.709934688,1.889133246,Jam2,,Epha4
Gabrg2,,11.66254122,8.327750324,Gabrg2,4930471G03Rik,0,0.00096401,Ywhaq,,2700081O15Rik
Reln,,11.65656773,8.813157149,Reln,4930480K15Rik,4.80E-06,0.00096401,Rtn3,,Afap1l2
Ghitm,,11.61504789,3.300302183,Ghitm,4930481A15Rik,0,0.257959902,Itga7,,Scamp1
Alx3,,11.59984429,8.978122149,Alx3,4930488L21Rik,1.34E-07,0.000964011,Meg3,,Paqr8
Dnm1,,11.59308158,2.72300385,Dnm1,4930503E24Rik,0.386645153,0.153209984,Spon1,,Gad1
Snn,,11.58183922,0.708149403,Snn,4930503L19Rik,0.024570031,0.362244834,Igsf3,,Grb2
Rnf187,,11.5689019,1.487485542,Rnf187,4930506C21Rik,0.002205592,0.00096401,Ubl3,,Iqgap1
Matn4,,11.54829863,1.103814692,Matn4,4930506M07Rik,0.035846277,0.000964009,Ctsd,,Stard10
Rps29,,11.50151888,2.292894923,Rps29,4930511M06Rik,1.45E-05,0.00096401,Cfl1,,Sema3d
Prex1,,11.49896291,4.152449197,Prex1,4930513N10Rik,0.009238639,0.704112163,Sat1,,Asah1
Trim9,,11.48781381,1.117673055,Trim9,4930515B02Rik,0,0.000964011,Scg2,,Igfbp7
Stmn1,,11.43945256,1.23000321,Stmn1,4930515L03Rik,2.00E-07,0.000964011,Itpr3,,Plcb1
Nptn,,11.42976723,1.241717719,Nptn,4930519F09Rik,0,0.000964065,Clip3,,Junb
Mycn,,11.42838419,6.498777511,Ctnna1,4930523C07Rik,0,0.000964008,Gabra5,,Id3
Ctnna1,,11.42737859,2.6568078,Mycn,4930524L23Rik,0.152548126,0.909063746,Serpinf1,,Hnrnph1
Calm3,,11.41636803,1.249939489,Calm3,4930526I15Rik,0,0.000964007,Cav2,,Gpr56
Islr,,11.34351464,2.517459266,Islr,4930538K18Rik,1.15E-09,0.000964008,Slc2a1,,Aldoa
Ptma,,11.32235522,1.825432665,Ptma,4930539E08Rik,0,0.000964011,Ptpro,,Nrp1
Vwa1,,11.29820364,0.711226737,Vwa1,4930539J05Rik,0.468599143,1.855206961,Wipf3,,Dnajc6
Mtss1l,,11.29365402,2.069213545,Mtss1l,4930544G11Rik,1.79E-07,0.346058951,Arx,,Celf5
Cdk17,,11.27004351,6.49468427,Cdk17,4930555G01Rik,0.163559971,0.347180473,Cyp2a5,,Nsg1
Mrc1,,11.26174692,6.607564122,Mrc1,4930562F07Rik,0,0.00096401,Celf3,,Klhl2
Rtn1,,11.25839339,5.251656558,Rtn1,4930563E22Rik,0,0.000964008,Ywhaz,,Col16a1
Gria3,,11.2461049,3.599166364,Gria3,4930570G19Rik,0.572231186,0.804613534,Rprml,,Taok3
Fgfr1,,11.23488952,4.289566682,Fgfr1,4930577N17Rik,0,0.00096401,Eef1a2,,Rasl10b
Ypel5,,11.22375888,0.969313323,Ypel5,4930578M01Rik,5.90E-07,0.00096401,Cpne2,,Syne2
Shisa3,,11.16014198,8.142357189,Shisa3,4930579G24Rik,0,0.301677409,Celf5,,Elmo1
Cald1,,11.14497777,5.43680502,Cald1,4930579K19Rik,3.50E-06,1.095931648,Add2,,Rhob
Hes5,,11.14047919,2.092851944,Hes5,4930581F22Rik,4.30E-05,0.090945051,Fam213a,,Kcnb1
Plscr4,,11.13322914,4.099432711,Plscr4,4930593A02Rik,3.82E-07,0.000964011,Sfrp5,,Rps29
Gfap,,11.11834493,3.168586283,Gfap,4930594C11Rik,0,0.00096401,Sox11,,Lmo4
Pnmal2,,11.06867129,0.506998131,Pnmal2,4931406C07Rik,0.0782302,0.145052603,Slc35f1,,Mpp2
Plat,,11.0439314,2.976506696,Plat,4931406P16Rik,0.114367246,0.00096401,Chl1,,Fam107a
S100a6,,11.02643145,1.079508378,S100a6,4931414P19Rik,0,0.861892406,Nap1l5,,Axl
Axl,,11.01915155,3.322927386,Axl,4931423N10Rik,0,0.00096401,Hnrnpa2b1,,Kctd14
Gm5148,,11.00196513,3.410767441,Gm5148,4931428F04Rik,0.013494834,1.593492545,Rcan2,,Pde1c
Grb14,,10.99431464,4.680668274,Grb14,4931429I11Rik,0.217999759,0.820582095,Vsnl1,,Ccrn4l
Baalc,,10.98691071,9.226727805,Baalc,4931430N09Rik,1.429441816,7.161728366,Gnb2,,Jam2
Bcar3,,10.94703327,4.164987563,Bcar3,4931440F15Rik,0,0.00096401,Col16a1,,Uba1
Slc13a3,,10.9280955,4.854862094,Slc13a3,4931440J10Rik,4.86E-07,0.001345365,Stmn3,,Dgkb
Ppfia2,,10.90348307,8.911735951,Ppfia2,4931440P22Rik,0.005436449,0.000969211,Tmsb10,,Gapdh
Tmsb10,,10.84540282,1.692431138,Tmsb10,4932415G12Rik,0,0.000964011,Ppfia2,,Stxbp1
Stmn3,,10.84085297,3.041161942,Stmn3,4932416H05Rik,0,0.650184166,Slc13a3,,Crmp1
Col16a1,,10.82530615,0.713012764,Col16a1,4932438A13Rik,1.06169971,2.36321311,Bcar3,,Pip5k1c
Gnb2,,10.81380857,2.870105077,Gnb2,4932438H23Rik,1.00E-07,0.00096401,Baalc,,Rcn2
Vsnl1,,10.80996307,5.013649625,Vsnl1,4933400F21Rik,0.034316733,3.90809503,Grb14,,Tspan18
Rcan2,,10.79159616,11.04534934,Rcan2,4933404O12Rik,3.01246764,2.338137179,Gm5148,,Serpine2
Hnrnpa2b1,,10.78496182,1.713591308,Hnrnpa2b1,4933405L10Rik,3.27E-07,0.616816956,Axl,,Rnf187
