gene,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde,sv_genes_gpcounts,gene_sh,llr_gpcounts_shuffled,LLR_shuffled,sv_genes_gpcounts_shuffled,sv_genes_spatialde_shuffled,sv_genes_spark
Fgf9,,2.77E-07,0.534920929,,Rufy2,0.040074641,0.000964008,,,
2810032G03Rik,,2.76E-07,0.153481394,,Rufy3,0.211202689,0.00096401,,,
Gm10664,,2.76E-07,0.00096401,,Rundc1,0,0.000964009,,,
Tenm2,,2.75E-07,0.000964006,,Rundc3a,0.94561829,1.553079815,,,
Lyve1,,2.71E-07,0.00096401,,Rundc3b,1.197623626,1.864491038,,,
Ccdc101,,2.68E-07,0.00096401,,Runx1,0,0.000964009,,,
A930024E05Rik,,2.67E-07,0.000966617,,Runx1t1,0,0.000964011,,,
Rgsl1,,2.67E-07,0.00096401,,Runx2,0.015249358,0.000964009,,,
Zfp874a,,2.65E-07,0.00096401,,Rusc1,0,0.00321725,,,
Rpp40,,2.64E-07,0.000964009,,Rusc2,0.185243195,1.356102199,,,
Prr22,,2.63E-07,0.000964009,,Ruvbl1,4.27E-05,0.026120295,,,
Tmem120b,,2.63E-07,0.000964008,,Ruvbl2,0.288420438,0.490536959,,,
Cnot10,,2.60E-07,0.000964007,,Rwdd1,0.00052341,0.000964009,,,
Chp2,,2.59E-07,0.070194251,,Rwdd2a,0.444471565,0.000964009,,,
Mageb18,,2.58E-07,0.000964011,,Rwdd2b,2.28E-06,0.164743777,,,
Ptges3l,,2.57E-07,0.041311398,,Rwdd3,0,0.000964011,,,
Lars2,,2.54E-07,0.000964009,,Rwdd4a,0.165507831,0.000964011,,,
Pcdhac2,,2.44E-07,0.00096401,,Rxfp1,9.11E-09,0.169307664,,,
Ptprr,,2.44E-07,0.00096401,,Rxfp3,0.01399931,0.834768223,,,
BC037032,,2.41E-07,0.000964011,,Rxra,0.011824007,0.000964008,,,
Emp1,,2.41E-07,0.000964009,,Rxrb,0.616996516,0.386081666,,,
Sdhaf1,,2.41E-07,0.00096401,,Rxrg,0.855665947,0.377985135,,,
Dcp1a,,2.36E-07,0.000964009,,Rybp,0.028212484,0.112053079,,,
Snord17,,2.36E-07,0.000964011,,Ryk,0.000118954,0.00096401,,,
Irf9,,2.34E-07,0.00096401,,Ryr1,1.99E-06,0.196629093,,,
Kdm4c,,2.33E-07,0.000964007,,Ryr2,2.462152655,3.193862877,,,
Tcf3,,2.32E-07,0.000964011,,Ryr3,7.61E-06,0.004978084,,,
Prr9,,2.31E-07,0.000966073,,S100a1,1.204199735,0.000964008,,,
Abcb5,,2.29E-07,0.333128099,,S100a10,0.23374994,0.000964008,,,
Gnat2,,2.29E-07,0.174958491,,S100a11,0.15680712,0.000973661,,,
Fancd2,,2.26E-07,0.000964011,,S100a13,0.211664706,0.226806686,,,
Ankfn1,,2.23E-07,0.003896423,,S100a16,1.011554196,0.026265233,,,
Gm13845,,2.23E-07,0.00096401,,S100a3,0,0.678682485,,,
Alpk3,,2.17E-07,0.00096401,,S100a4,1.398825998,2.984670516,,,
Rnd1,,2.14E-07,0.000964008,,S100a5,12.20720014,1.134897682,,,
Exd1,,2.13E-07,0.00096401,,S100a6,2.783894683,1.742043706,,,
C030018K13Rik,,2.10E-07,0.000964011,,S100a8,1.806078922,0.815209002,,,
C130083M11Rik,,2.09E-07,0.00096401,,S100a9,2.031066458,0.090721152,,,
Usp37,,2.08E-07,0.000964009,,S100b,0.407269851,1.068008216,,,
Polm,,2.07E-07,0.000964011,,S100pbp,0,0.033437215,,,
Tnfrsf25,,2.05E-07,0.073923107,,S1pr1,0.279242508,0.685323997,,,
Trp73,,2.05E-07,0.654217308,,S1pr2,0,0.000964011,,,
Mospd1,,2.03E-07,0.000964008,,S1pr3,0.202338546,0.099554271,,,
Pcdha3,,2.03E-07,0.000964011,,S1pr4,0,0.060516693,,,
Bpifb4,,2.02E-07,0.000964009,,S1pr5,0,1.112237094,,,
Spred2,,2.02E-07,0.000971065,,Saa3,0.072350286,0.513529455,,,
Zbtb43,,2.00E-07,0.183512273,,Saal1,0,0.000964011,,,
Pusl1,,1.99E-07,0.788723156,,Sac3d1,0,0.693138356,,,
Rel,,1.99E-07,0.000964011,,Sacm1l,4.480287921,0.848028123,,,
Ndst3,,1.95E-07,0.240156678,,Sacs,2.96E-07,0.000964011,,,
Ppp1r12b,,1.92E-07,0.000967028,,Sae1,0.004510571,0.000964091,,,
Dmrta1,,1.91E-07,0.00096401,,Safb,0.338447541,0.762496668,,,
Cog1,,1.90E-07,0.000964011,,Safb2,0.157927407,0.307409163,,,
Gm9895,,1.90E-07,0.000964011,,Sag,0.192199838,1.311233222,,,
Kctd6,,1.90E-07,0.000964011,,Sall1,0.729087273,0.62020282,,,
Ppip5k2,,1.90E-07,0.000964006,,Sall2,3.159414544,2.015625193,,,
Rnf185,,1.90E-07,0.000964011,,Sall3,0,0.01894662,,,
Apoc3,,1.88E-07,0.000964011,,Samd1,0.313436044,0.670515455,,,
Apaf1,,1.86E-07,0.053509814,,Samd10,0.004994393,0.000964011,,,
Pura,,1.85E-07,0.00096401,,Samd11,0,0.00096401,,,
2010308F09Rik,,1.83E-07,0.000964011,,Samd12,0,0.000964011,,,
Pars2,,1.83E-07,0.041010053,,Samd14,0.035300537,0.000964011,,,
Cd36,,1.82E-07,0.00096401,,Samd3,0,0.00096401,,,
Sacs,,1.82E-07,0.00096401,,Samd4,0.504081824,0.330277701,,,
9530051G07Rik,,1.81E-07,0.000964008,,Samd4b,2.341900621,2.826106463,,,
Galnt9,,1.81E-07,0.000964008,,Samd5,0.094385425,2.368746804,,,
6030407O03Rik,,1.80E-07,0.019346683,,Samd8,1.008831562,1.615954125,,,
Efna1,,1.78E-07,0.000964011,,Samd9l,7.68E-05,0.000964008,,,
Umps,,1.78E-07,0.000964008,,Samhd1,0.076076728,0.294214046,,,
1700001L05Rik,,1.77E-07,0.000964011,,Samm50,0.874445896,0.000964011,,,
Ppig,,1.77E-07,0.120622021,,Samsn1,0.017976027,0.000964008,,,
6430710C18Rik,,1.76E-07,0.00096401,,Sap130,2.37E-06,0.00096401,,,
R3hcc1l,,1.74E-07,0.000964008,,Sap18,0,0.00096401,,,
Rffl,,1.74E-07,0.00096401,,Sap25,0.802232488,3.224523719,,,
Krba1,,1.73E-07,0.000964009,,Sap30,0.000113035,0.07051403,,,
Snora69,,1.71E-07,0.000964011,,Sap30bp,0,0.00096401,,,
Necab1,,1.70E-07,0.00096401,,Sap30l,0.206659841,0.263723012,,,
Fkbp10,,1.69E-07,0.000964005,,Sapcd2,0,0.002166219,,,
1700055N04Rik,,1.67E-07,0.000964011,,Sar1a,2.825401465,3.806092426,,,
Gab3,,1.66E-07,0.186247766,,Sar1b,0.849903906,1.500682249,,,
Zfp53,,1.64E-07,0.021301474,,Sardh,0.289118266,1.899466768,,,
Noxred1,,1.63E-07,0.000964011,,Sarm1,0.366759403,0.075240938,,,
Mark4,,1.61E-07,0.000964014,,Sarnp,0.198238258,0.546934669,,,
Snora15,,1.61E-07,0.00096401,,Sars,0,0.576220357,,,
Wwc2,,1.59E-07,0.000964009,,Sars2,0.138042518,0.230469423,,,
4930515L03Rik,,1.55E-07,0.000964011,,Sart1,0,0.057603309,,,
Lrrc48,,1.55E-07,0.632703207,,Sart3,0,0.04238324,,,
Kcnh8,,1.54E-07,0.878925755,,Sash1,8.388085225,0.636734282,,,
D330041H03Rik,,1.53E-07,0.000964011,,Sash3,0,0.11679726,,,
Pon1,,1.53E-07,0.000964011,,Sass6,4.11E-07,0.000964008,,,
Mid1,,1.52E-07,0.000964009,,Sat1,0.41598074,0.556645268,,,
Ppef1,,1.52E-07,0.000964716,,Sat2,0.16285279,0.454746645,,,
2010015L04Rik,,1.50E-07,0.000964007,,Satb1,0.051414642,0.000964009,,,
Aen,,1.49E-07,0.000964009,,Sav1,0.012106424,0.038072792,,,
Mavs,,1.49E-07,0.000964009,,Saysd1,0.087350541,0.634517835,,,
Slc26a7,,1.49E-07,0.000964011,,Sbds,1.347909975,1.694015508,,,
Saal1,,1.47E-07,0.000964009,,Sbf1,2.684269721,2.069353218,,,
Galnt12,,1.46E-07,0.001579029,,Sbf2,1.054312865,1.417281676,,,
Spsb1,,1.44E-07,0.000964007,,Sbk1,0.170469331,0.99675143,,,
Vmn2r1,,1.42E-07,0.000964011,,Sbno1,0.61667823,0.340121417,,,
Caln1,,1.40E-07,0.00096401,,Sbno2,0.004253883,0.00096401,,,
Ern1,,1.40E-07,0.00096401,,Sbsn,0.250442286,1.542800341,,,
Taco1,,1.40E-07,0.000964009,,Sbspon,0.001888174,0.00096401,,,
Atp6v1c2,,1.38E-07,0.00096401,,Sc4mol,0.100604732,0.767350564,,,
Fbxl8,,1.38E-07,0.000964011,,Sc5d,0,0.000964007,,,
Gas2l3,,1.38E-07,0.000964009,,Scaf1,0,0.00096401,,,
Spa17,,1.38E-07,0.178720327,,Scaf11,0.207725646,0.00096401,,,
Zfp617,,1.38E-07,0.000964011,,Scaf4,0.67181906,1.399910055,,,
Adra1a,,1.37E-07,0.000964011,,Scaf8,0.004342443,0.008114596,,,
Ankrd23,,1.37E-07,2.887582609,,Scai,0.227601539,0.000964009,,,
Atg4a,,1.37E-07,0.007497431,,Scamp1,0.135982204,0.08645169,,,
Clec4a2,,1.34E-07,0.000964009,,Scamp2,0.093459648,0.000964007,,,
Ptpn18,,1.34E-07,0.302144532,,Scamp3,2.71E-05,0.06656561,,,
Cd151,,1.32E-07,0.000964009,,Scamp4,0.350755145,0.614287923,,,
C2cd4c,,1.31E-07,1.051425079,,Scamp5,0.230162332,0.00096401,,,
Rarres2,,1.31E-07,0.000964011,,Scand1,0.029825729,0.00096401,,,
Abca6,,1.30E-07,0.00096401,,Scap,0,0.072304898,,,
Kctd21,,1.30E-07,0.344351973,,Scaper,0,0.00096401,,,
Qsox1,,1.30E-07,0.000964008,,Scara3,0,0.000964006,,,
Slc17a8,,1.30E-07,0.116205316,,Scara5,0.002383338,1.006536188,,,
Hist1h2bh,,1.29E-07,0.000964011,,Scarb1,0.046530741,1.08607087,,,
Gpr21,,1.27E-07,0.000964007,,Scarb2,0.551693976,0.141918893,,,
Uba1y,,1.26E-07,0.003627621,,Scarf1,0,0.000964011,,,
Ddx27,,1.25E-07,0.00096401,,Scarf2,0.023090143,0.705103885,,,
Nxf7,,1.25E-07,0.000964011,,Sccpdh,0.142653097,0.000964008,,,
Tti1,,1.23E-07,0.000964007,,Scd1,18.23471642,0.003344917,,,
1190005I06Rik,,1.22E-07,0.065696502,,Scd2,5.449449056,0.000964009,,,
Akr1c18,,1.22E-07,0.000964007,,Scd3,3.96E-07,0.00096401,,,
Trim56,,1.22E-07,0.000964011,,Scel,0,0.000964011,,,
Grhl2,,1.21E-07,0.000964011,,Scfd1,0.01217872,0.000964009,,,
Rnd2,,1.21E-07,0.00096401,,Scfd2,0.016128856,0.06437429,,,
Rgs13,,1.20E-07,0.00096401,,Scg2,5.066922646,0.000964009,,,
Tcerg1l,,1.20E-07,0.002554413,,Scg3,0.596949401,0.069911493,,,
D830031N03Rik,,1.19E-07,0.00096401,,Scg5,0,0.000964011,,,
Uts2,,1.19E-07,0.000964011,,Scgb1c1,2.619300469,0.00096401,,,
Lrrc32,,1.18E-07,0.000964007,,Scgn,0.343026497,0.250938683,,,
Odf4,,1.18E-07,0.011592947,,Schip1,3.11E-06,0.00096401,,,
Pabpc5,,1.18E-07,0.00096401,,Sclt1,0,0.189477303,,,
Rmdn2,,1.17E-07,0.722978818,,Scly,0,0.000964011,,,
Adra1d,,1.14E-07,0.000964005,,Scmh1,0,1.193908892,,,
Mir3967,,1.14E-07,0.000964011,,Scml2,0.032389567,0.10635813,,,
Nutm1,,1.13E-07,0.000964011,,Scn10a,3.24E-06,0.00096401,,,
Cpb1,,1.12E-07,0.012611086,,Scn11a,5.99E-08,0.000964011,,,
Gm1976,,1.12E-07,0.000964011,,Scn1a,0,0.000964011,,,
Hnf1b,,1.10E-07,0.00096401,,Scn1b,0.028313057,0.00096401,,,
Nup88,,1.10E-07,0.00096401,,Scn2a1,0.446621838,0.536120603,,,
Gpr62,,1.09E-07,0.051602826,,Scn2b,1.81E-05,0.029041721,,,
Tmem27,,1.04E-07,0.000964011,,Scn3a,0.097941767,0.000964009,,,
Gm13034,,1.03E-07,0.000964011,,Scn3b,0.252884797,0.020867302,,,
Mertk,,1.03E-07,0.00096401,,Scn4b,0.000133154,1.08494367,,,
Cdr2,,1.01E-07,0.000964009,,Scn5a,2.14E-06,0.033166152,,,
Def8,,1.01E-07,0.031905427,,Scn7a,0.014041796,0.000964011,,,
Jrk,,1.01E-07,0.000987045,,Scn8a,0.040110561,0.270614925,,,
Hmcn1,,9.97E-08,2.132887902,,Scn9a,0.669096463,0.000964009,,,
Rho,,9.95E-08,0.000964011,,Scnm1,0.003189603,0.000964008,,,
Gdpd4,,9.91E-08,0.00096401,,Scnn1a,0,0.00096401,,,
1700019D03Rik,,9.74E-08,0.125465612,,Sco1,0.725945453,0.585070718,,,
C1rl,,9.74E-08,0.000964011,,Scoc,0.384198421,0.00097123,,,
Mtl5,,9.58E-08,0.000964011,,Scp2,0,0.017973831,,,
Ttpa,,9.56E-08,0.00096401,,Scpep1,0,0.000964009,,,
Htr2a,,9.51E-08,0.000964011,,Scrg1,0.852082181,1.819413636,,,
Magix,,9.31E-08,0.000964011,,Scrib,1.813274345,0.000964007,,,
Traf6,,9.28E-08,0.000964011,,Scrn1,0.010525712,0.012515114,,,
9430021M05Rik,,9.27E-08,0.000964011,,Scrn2,0.306194009,1.032634167,,,
Tph1,,9.11E-08,0.000964011,,Scrn3,0,0.000964009,,,
Tmprss11d,,9.07E-08,0.000964011,,Scrt1,0.000115337,0.000964008,,,
Bdh2,,9.02E-08,0.000964011,,Scrt2,0.032473947,0.38249643,,,
Nfatc2ip,,9.00E-08,0.000964011,,Scube1,1.276096739,0.295647551,,,
Atg4d,,8.93E-08,0.154515187,,Scube2,6.59E-08,0.000964011,,,
Foxred1,,8.89E-08,0.000964007,,Scx,0,0.00096401,,,
Nrap,,8.77E-08,0.00096401,,Scyl1,0,0.000964007,,,
Lpl,,8.71E-08,0.013825885,,Scyl2,0.045845933,1.200178046,,,
Phf11b,,8.61E-08,0.000964011,,Scyl3,1.683373038,0.723603005,,,
Myh6,,8.46E-08,0.000964009,,Sdad1,8.85E-06,0.000964011,,,
Acpp,,8.44E-08,0.000964011,,Sdc1,0.028074057,0.00096401,,,
Fcgr4,,8.44E-08,0.000964011,,Sdc2,0.274591535,0.978271588,,,
Gata6,,8.44E-08,0.000964011,,Sdc3,0,0.000964009,,,
Olfr1204,,8.44E-08,0.000964011,,Sdc4,0.007779869,0.000964007,,,
Myo3b,,8.43E-08,0.435007367,,Sdcbp,1.113522653,1.011644397,,,
Daw1,,8.42E-08,0.000964011,,Sdcbp2,0,0.000971743,,,
4932438H23Rik,,8.35E-08,0.000964011,,Sdccag3,7.11E-05,0.199031727,,,
Klb,,8.35E-08,0.000964011,,Sdccag8,2.113428761,0.982150404,,,
Wdr19,,8.35E-08,0.000964015,,Sde2,0.667942671,0.000964006,,,
Rrad,,8.33E-08,0.204813865,,Sdf2,0.005743975,0.011837164,,,
Mycbpap,,8.25E-08,0.000964008,,Sdf2l1,0.010725312,0.145389388,,,
Cnfn,,8.23E-08,0.000964011,,Sdf4,0.005188119,0.00096401,,,
Tdrd5,,8.20E-08,0.000964011,,Sdha,0.21638914,0.38433733,,,
1110002L01Rik,,8.19E-08,0.000964008,,Sdhaf1,0,0.00096401,,,
Unc45b,,8.07E-08,0.000964009,,Sdhaf2,1.048607936,1.055184886,,,
Rrh,,8.06E-08,0.410660816,,Sdhb,0,0.000964005,,,
Xkr8,,7.95E-08,0.000964009,,Sdhc,0.012823063,0.00096408,,,
Adamts9,,7.80E-08,0.00096401,,Sdhd,0,0.00096401,,,
Khdrbs2,,7.78E-08,0.000964011,,Sdk1,0,0.215081653,,,
9530036O11Rik,,7.71E-08,0.000964011,,Sdk2,0.037921571,0.228912468,,,
Cct4,,7.71E-08,0.798007246,,Sdpr,0.027179193,0.000964008,,,
Rasl11a,,7.70E-08,0.000964009,,Sdr39u1,0.223466879,0.000964011,,,
Armcx6,,7.69E-08,0.000964009,,Sdr42e1,0.011498528,0.554300673,,,
Hnrnpul1,,7.67E-08,0.00096401,,Sds,1.37E-06,0.000964011,,,
Tmem79,,7.62E-08,0.000964009,,Sdsl,0.130370119,0.346757387,,,
Helz2,,7.44E-08,0.336740137,,Sec11a,0,0.213813982,,,
Trim43a,,7.38E-08,0.000964011,,Sec11c,0.024310134,0.000964007,,,
Zfp185,,7.38E-08,0.337509437,,Sec13,0.018334263,0.00096401,,,
Opn1sw,,7.37E-08,0.000964011,,Sec14l1,0.36425273,0.194473689,,,
Gpr18,,7.28E-08,0.000964011,,Sec14l2,0.004538319,0.000964007,,,
Nxnl2,,7.27E-08,0.000964011,,Sec14l3,0.623350943,0.000964011,,,
Olfr1030,,7.24E-08,7.320657776,,Sec16a,0.607042789,0.000964009,,,
Med19,,7.04E-08,0.000964008,,Sec16b,0,0.013112404,,,
Cep152,,6.93E-08,0.00096401,,Sec22a,0.503364274,0.308805513,,,
Lrtm1,,6.90E-08,0.000964011,,Sec22b,1.752897726,2.448562701,,,
Oplah,,6.71E-08,0.000964009,,Sec22c,0.372139893,0.000964009,,,
Lcp2,,6.67E-08,0.000964011,,Sec23a,0.005586157,0.000964006,,,
Grin2d,,6.53E-08,0.000964011,,Sec23b,0.864449809,1.068293471,,,
Ap4m1,,6.40E-08,0.00096401,,Sec23ip,1.539701997,0.678970176,,,
Il4i1,,6.37E-08,0.00096401,,Sec24a,0.273030959,0.175299685,,,
Itih3,,6.37E-08,0.036727146,,Sec24b,0.127824862,0.645289678,,,
Gm10033,,6.30E-08,0.000964006,,Sec24c,0.062285265,0.040762926,,,
Zfp11,,6.26E-08,0.000964008,,Sec24d,0,0.000964008,,,
Gnl3l,,6.23E-08,0.000964007,,Sec31a,0,0.60015153,,,
Akr1b8,,6.12E-08,0.000964011,,Sec61a1,0.054477239,1.275624871,,,
Pcdhgb5,,6.04E-08,0.000964011,,Sec61a2,0.04108288,0.001129446,,,
Fzd10,,5.84E-08,0.00096401,,Sec61b,0.063230233,0.000964009,,,
Fam117a,,5.73E-08,0.000964009,,Sec61g,0.102484117,0.00096401,,,
Ly6k,,5.70E-08,0.000964011,,Sec62,0.049718623,0.000964009,,,
Cd79b,,5.60E-08,0.291258159,,Sec63,0.000747138,0.000973078,,,
Syde2,,5.54E-08,0.000964009,,Secisbp2,0,0.000964009,,,
Havcr2,,5.40E-08,1.149422581,,Secisbp2l,0.072595387,0.058604717,,,
Tmem67,,5.40E-08,0.000964011,,Seh1l,0,0.000964011,,,
Fmo2,,5.34E-08,0.000964011,,Sel1l,0.188701453,0.00096401,,,
Speer4b,,5.25E-08,0.000964011,,Sel1l2,0.014414898,0.099601892,,,
Atf7,,5.21E-08,0.000964011,,Sel1l3,0,0.002569907,,,
Airn,,5.13E-08,0.00096401,,Selenbp1,0,0.000964015,,,
Rslcan18,,5.02E-08,0.000964011,,Selenbp2,7.26E-06,0.000964009,,,
Fam69c,,5.00E-08,0.000964009,,Selk,0.000673777,0.00096401,,,
Obscn,,4.98E-08,0.000964011,,Selm,0,0.000964011,,,
Gm3230,,4.94E-08,0.185096477,,Selplg,0.068312653,0.000964009,,,
Sema6c,,4.88E-08,0.00096401,,Selrc1,0.112941871,0.198659457,,,
Adamtsl2,,4.84E-08,0.00096401,,Sema3a,0.299981186,1.164080934,,,
Xylt1,,4.81E-08,0.00096401,,Sema3b,0.013172314,0.393427099,,,
Scgn,,4.71E-08,0.005141048,,Sema3c,0.081623796,0.00096401,,,
Il16,,4.68E-08,0.000964101,,Sema3d,0.214015649,0.000964009,,,
Has1,,4.58E-08,0.00096401,,Sema3e,0.007821675,0.000964009,,,
P2rx1,,4.57E-08,0.130143205,,Sema3f,0.014611353,0.000964009,,,
Alkbh4,,4.53E-08,0.000964009,,Sema4a,0.012124454,0.051182854,,,
Dach1,,4.31E-08,0.000964011,,Sema4b,3.22E-07,0.000964007,,,
Ska1,,4.28E-08,0.000964011,,Sema4c,0,0.00096401,,,
Zdhhc23,,4.26E-08,0.00096401,,Sema4d,2.932610096,3.694787614,,,
Tnni2,,4.19E-08,0.000964011,,Sema4f,0,0.00096401,,,
Tmem255b,,4.17E-08,0.129471993,,Sema4g,0.108383887,0.187210572,,,
Rims3,,4.10E-08,0.000964011,,Sema5a,0.208172347,0.000964007,,,
1700028P14Rik,,4.09E-08,0.000964011,,Sema5b,0.009914936,0.000964009,,,
Mei1,,3.90E-08,0.000964008,,Sema6a,0.251934375,0.000964009,,,
Gm5577,,3.86E-08,0.022310071,,Sema6b,1.26E-05,0.000964009,,,
Lsmem1,,3.72E-08,0.000964009,,Sema6c,0,0.146070688,,,
4930515B02Rik,,3.70E-08,0.000964011,,Sema6d,0.020636644,0.000964009,,,
Cchcr1,,3.66E-08,0.00096401,,Sema7a,0.222923132,0.024352926,,,
Gabrg1,,3.61E-08,0.000964011,,Senp1,0,0.000964008,,,
3110001I22Rik,,3.58E-08,0.00096401,,Senp2,0,0.027534059,,,
Iltifb,,3.55E-08,0.000964011,,Senp3,0,0.000964009,,,
1700013H16Rik,,3.51E-08,0.000964011,,Senp5,0.030412116,0.000965683,,,
Zfp941,,3.47E-08,0.000964007,,Senp6,4.056747904,3.519638731,,,
2010109I03Rik,,3.46E-08,0.000964011,,Senp7,7.04E-05,0.000964008,,,
2610524H06Rik,,3.45E-08,0.000964011,,Senp8,0.189375307,0.292743966,,,
1500002O10Rik,,3.44E-08,0.000964011,,Sep-01,0,0.000964011,,,
Cep112,,3.44E-08,0.000964008,,Sep-02,0,0.118678242,,,
Zfp61,,3.29E-08,0.000964008,,Sep-03,2.90E-06,0.000964008,,,
Ccdc25,,3.09E-08,0.000964008,,Sep-04,0.548957458,1.235835806,,,
Gp49a,,3.08E-08,0.000964011,,Sep-05,1.113957973,1.996458365,,,
Htatip2,,3.02E-08,0.001102171,,Sep-06,0.080010999,0.194527922,,,
Cfb,,2.98E-08,0.000964011,,Sep-07,0,0.112655056,,,
Farp2,,2.97E-08,0.000964011,,Sep-08,0.032296712,0.140494006,,,
2410057H14Rik,,2.82E-08,0.000964011,,Sep-09,0.000922474,0.305002011,,,
Mir350,,2.77E-08,0.00096401,,Sep-10,0.004125785,0.086436882,,,
Hkdc1,,2.73E-08,0.000964009,,Sep-11,0.013415419,0.000964011,,,
Fes,,2.67E-08,0.00096401,,Sep-15,1.524305959,0.049371363,,,
Olfr935,,2.64E-08,0.00096401,,Sephs1,2.08E-06,0.029276857,,,
Mir692-1,,2.50E-08,0.00096401,,Sephs2,0.011871371,0.325020672,,,
Prom2,,2.28E-08,0.000964011,,Sepn1,2.17E-06,0.000964008,,,
Ngb,,2.02E-08,0.00096401,,Sepp1,4.813378137,0.043914014,,,
Nhlh2,,2.02E-08,0.000964011,,Sepsecs,0.006797341,0.473098497,,,
Zfp60,,2.00E-08,0.183844723,,Sepw1,4.693517131,1.183185889,,,
Cdh22,,1.97E-08,0.000964011,,Serac1,0,0.081742905,,,
Ccdc64b,,1.96E-08,0.00096401,,Serbp1,0.047699955,0.011158291,,,
Susd3,,1.95E-08,0.105151971,,Serf1,0.038475216,0.000964011,,,
Myc,,1.91E-08,0.000970405,,Serf2,0,0.137325371,,,
L3mbtl3,,1.84E-08,0.000964006,,Sergef,0,0.01293132,,,
Zfp341,,1.80E-08,0.000964011,,Serinc1,5.334666124,0.003511409,,,
Gm5796,,1.70E-08,0.000964008,,Serinc2,0,0.000964011,,,
Atp8a2,,1.68E-08,0.052815323,,Serinc3,4.800306031,0.000964009,,,
Gna14,,1.63E-08,14.84815196,,Serinc5,9.68E-07,0.00096401,,,
Olfr635,,1.63E-08,14.84815196,,Serp1,0.327134706,1.478092583,,,
Elk4,,1.57E-08,0.000964011,,Serp2,0,0.000964008,,,
Nipal2,,1.55E-08,0.000964011,,Serpina3n,0.320676004,0.00096401,,,
Cyp4b1,,1.49E-08,0.000964011,,Serpinb1a,0.002481445,0.031494322,,,
H2-Bl,,1.48E-08,0.00096401,,Serpinb6a,0.221131674,0.011188695,,,
Spata6,,1.47E-08,1.175233188,,Serpinb6b,0.15160037,1.613687431,,,
Gm410,,1.37E-08,0.000964009,,Serpinb8,0,0.277108413,,,
Pkp2,,1.33E-08,0.000964009,,Serpinb9,0,0.00096401,,,
Zbtb3,,1.31E-08,0.000964009,,Serpinc1,0.002452566,0.000964009,,,
Fam150a,,1.26E-08,0.19059321,,Serpind1,0,0.000964008,,,
Pin1-ps1,,1.26E-08,0.000964009,,Serpine1,0,0.00096401,,,
Oas2,,1.16E-08,0.00096401,,Serpine2,0.601096788,0.703675009,,,
Fam154b,,1.14E-08,0.000965967,,Serpine3,0,0.00096401,,,
Msi1,,1.10E-08,0.000964011,,Serpinf1,0.155196118,0.000964011,,,
Lrig3,,1.08E-08,0.000964008,,Serpinf2,0.431287513,2.059658709,,,
Prdm14,,1.04E-08,0.00096401,,Serping1,1.83546351,1.2272798,,,
Ly75,,9.75E-09,0.000964011,,Serpinh1,0.060470737,0.000964011,,,
Lrriq3,,9.18E-09,0.000964011,,Serpini1,4.911053422,0.000964009,,,
Vstm2b,,7.88E-09,0.000964009,,Sertad1,0.004209754,0.476174339,,,
Gnmt,,7.20E-09,0.00096401,,Sertad2,0.261969802,0.544493781,,,
AI115009,,7.08E-09,0.000964011,,Sertad3,7.95E-06,0.00096401,,,
A730036I17Rik,,6.59E-09,0.000964047,,Sertad4,0.690294345,0.411599249,,,
4930429F24Rik,,6.39E-09,0.198502501,,Sertm1,0.122274097,0.126472497,,,
Tnfaip8l2,,6.28E-09,0.068931139,,Sesn1,0,0.288234876,,,
Gm7457,,6.27E-09,0.00096401,,Sesn2,0,0.000964011,,,
Pcdhga12,,5.64E-09,0.053793917,,Sesn3,0.416206314,0.452997691,,,
5730508B09Rik,,5.44E-09,0.00096401,,Sestd1,5.053788172,5.326889136,,,
Ints7,,4.54E-09,0.000964009,,Set,9.03E-05,1.657741342,,,
Tecpr1,,4.28E-09,0.292875523,,Setbp1,1.395713155,1.474170946,,,
Mcf2,,4.08E-09,0.063393675,,Setd1a,0.505556472,1.527284652,,,
Gja6,,3.88E-09,0.000964011,,Setd1b,2.53702413,1.481418711,,,
A930006K02Rik,,2.72E-09,0.000964011,,Setd2,1.308181542,1.068729516,,,
Mfsd10,,1.92E-09,0.057334745,,Setd3,7.92E-06,0.00096401,,,
Trpm4,,1.91E-09,1.203482827,,Setd4,0,0.000964009,,,
Gdap10,,1.67E-09,0.000964011,,Setd5,0.202484763,0.000964011,,,
Ahrr,,1.53E-09,0.041883416,,Setd6,0.728669407,1.204005367,,,
1700015F17Rik,,1.47E-09,0.000964011,,Setd7,0,0.000964011,,,
Pigu,,1.42E-09,0.000964007,,Setd8,0,0.000964011,,,
0610007P14Rik,,0,0.001676844,,Setdb1,0.647030093,0.291164068,,,
0610010F05Rik,,0,0.000964009,,Setdb2,0,0.197970721,,,
0610038B21Rik,,0,0.000964011,,Setmar,0.04925757,0.000964008,,,
0610043K17Rik,,0,0.030924167,,Setx,0,0.489938338,,,
1110001J03Rik,,0,0.000964011,,Sez6,1.07E-05,0.000964008,,,
1110006O24Rik,,0,0.000964011,,Sez6l,0.207865945,0.00096401,,,
1110008J03Rik,,0,0.000964009,,Sez6l2,0.032780263,0.000964006,,,
1110015O18Rik,,0,0.00096401,,Sf1,1.130890902,1.189577173,,,
1110017D15Rik,,0,0.000964008,,Sf3a1,0,0.000964007,,,
1110019D14Rik,,0,0.00096401,,Sf3a2,0,0.000964007,,,
