,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,,pval,q value,BIC_periodic,BIC_linear,BIC_rbf
Pla2g3,-36.72173011,-36.80018368,0.078453565,1.793659575,,0.779404133,1,95.84309362,90.282412,95.68618674
Smco3,-137.6782989,-138.9287577,1.250458766,1.460414542,,0.263464873,1,300.1002434,294.539562,297.5993243
Ovol1,-33.1918212,-34.83034953,1.638528337,2.900823034,,0.200527506,1,91.90342503,86.3427435,88.62636892
Fam129a,-79.45965831,-79.50267724,0.043018926,0.291272657,,0.83568964,1,181.2480816,175.6874,181.1620431
1300018J18Rik,-51.9799492,-51.97994882,-3.74E-07,0.300691699,,1,1,126.2026242,120.641943,126.2026249
Ly6g6d,-17.85989945,-17.85989713,-2.32E-06,0.101147672,,1,1,57.96252094,52.4018394,57.96252542
Fam227a,-161.9960021,-161.9960017,-4.21E-07,1.180267473,,1,1,346.2347299,340.674048,346.2347307
Aldh16a1,-102.780962,-102.7809608,-1.18E-06,7.93E-05,,1,1,227.8046481,222.243966,227.8046505
Txnl4b,-228.4019607,-228.4019601,-5.71E-07,2.359045674,,1,1,479.0466466,473.485965,479.0466479
Ccdc86,-86.31318617,-87.00953805,0.696351879,2.344374565,,0.404012237,1,196.2618032,190.701121,194.8690989
Edn3,-160.3688765,-160.7258889,0.357012393,1.210007391,,0.550170176,1,343.6945026,338.133821,342.9804795
Loxl2,-18.28472888,-18.2847308,1.92E-06,0.517353093,,0.998893547,1,58.81218756,53.251506,58.81218428
Sesn3,-201.5462826,-202.7317455,1.18546286,1.686989949,,0.276246665,1,427.7062124,422.145531,425.3352917
Hk2,-46.09092621,-46.09092577,-4.37E-07,0.01927941,,1,1,114.424578,108.863896,114.4245789
Gstt2,-144.6528971,-144.6529098,1.28E-05,0.593446394,,0.997146624,1,311.5485461,308.220479,311.5485207
Swt1,-230.7759034,-230.7759012,-2.20E-06,8.62E-06,,1,1,483.7945291,478.233846,483.7945333
Arhgap30,-56.27709138,-56.27708798,-3.41E-06,0.997829314,,1,1,134.7969025,129.236221,134.7969093
Mtap,-163.3537982,-163.3684151,0.014616846,0.621192099,,0.903770123,1,348.9795565,343.418875,348.9503229
Zfp28,-156.8211072,-156.8219044,0.0007972,1.061634845,,0.97747494,1,335.8865348,336.84725,335.8849409
Spin2,-149.5219315,-149.5219312,-3.43E-07,0.082433347,,1,1,321.2865889,315.725907,321.2865895
Irs3,-21.1854151,-23.36591255,2.180497448,6.289312353,,0.139769279,1,68.88751345,63.4138758,64.61355672
B230217O12Rik,-40.69683826,-40.69683734,-9.20E-07,0.396304571,,1,1,103.6364019,98.0757227,103.636403
Klhdc8b,-172.1617209,-172.2065178,0.044796925,0.651109779,,0.832377881,1,366.6557633,361.095081,366.5661683
Smim1,-102.4898191,-102.5277709,0.037951761,0.972598085,,0.845540035,1,227.2982682,221.737587,227.2223647
Tspan4,-117.5360909,-118.0370051,0.500914225,4.1273214,,0.479098695,1,258.3167258,252.756043,257.3149083
Heca,-111.7471103,-111.7471101,-1.95E-07,0.000251793,,1,1,245.7369468,240.176265,245.7369471
Ipo7,-107.6309735,-107.6321292,0.001155713,2.117947251,,0.972880513,1,237.5069835,231.946302,237.5046735
Rlf,-312.4892606,-312.5046993,0.015438657,0.692951786,,0.901115439,1,647.2521262,641.691443,647.2212477
A930015D03Rik,-46.99632711,-47.25462669,0.258299588,4.385971156,,0.611290775,1,116.7519798,111.191298,116.2353807
Hinfp,-78.4971634,-78.50290022,0.005736817,0.561316898,,0.939624539,1,179.2485173,173.687836,179.2370533
Tgfbi,-148.6777383,-148.9153555,0.237617176,2.554487663,,0.625932438,1,320.0734373,314.512756,319.5982031
Mta3,-109.1774021,-109.1774019,-2.28E-07,2.23E-05,,1,1,240.5975303,235.036849,240.5975307
P2rx3,-56.18107209,-56.18044495,-0.000627142,0.196081132,,1,1,134.6036196,129.04294,134.6048707
Exoc4,-112.9589527,-112.9589525,-2.28E-07,0.071357735,,1,1,248.1606314,242.599951,248.1606319
Prickle3,-99.76135908,-99.76135831,-7.67E-07,5.41E-05,,1,1,221.7654417,216.204762,221.7654447
Grid1,-210.890217,-210.9507732,0.060556255,0.948316396,,0.805618908,1,444.1442729,438.583591,444.0231605
Gm4944,-123.2818563,-123.2818557,-6.11E-07,0.000281209,,1,1,268.8064379,263.245756,268.8064391
Tmem45a,-63.18622876,-63.18622847,-2.90E-07,0.485576843,,1,1,148.6151846,143.054503,148.615184
Ccdc82,-210.8215271,-210.912601,0.091073832,1.017356337,,0.762816413,1,444.0679325,438.50725,443.8857807
Comtd1,-219.0847,-219.0846999,-7.24E-08,0.00032742,,1,1,460.4121244,454.851442,460.4121265
Tmem234,-222.7757617,-222.7757642,2.51E-06,0.001912061,,0.99873619,1,467.7942492,462.233573,467.7942499
Pdgfd,-43.49102458,-43.49089397,-0.000130608,0.294733773,,1,1,109.2245155,103.663835,109.2247757
Sep-06,-375.6126569,-375.6323946,0.01973772,0.000550079,,0.888272066,1,773.5075114,767.946829,773.4680403
Chst15,-77.70097103,-77.71041816,0.009447132,0.019319997,,0.922570461,1,177.6635636,172.102881,177.6446686
Lztr1,-113.461656,-114.353842,0.892185971,1.662150001,,0.344885617,1,250.9504092,245.389728,249.1660385
Fkbp11,-91.37877967,-91.37977673,0.000997059,0.670839504,,0.974809991,1,205.0022808,199.544609,205.0002859
Spata24,-91.46597217,-91.46597091,-1.26E-06,0.000923298,,1,1,205.1746684,199.613987,205.1746709
Hydin,-27.91022634,-27.9102261,-2.38E-07,0.028500773,,1,1,78.06317873,72.5024971,78.0631792
Trip13,-44.93257022,-45.01905996,0.086489735,0.242850936,,0.768688083,1,112.2808464,106.720165,112.107867
Lst1,-106.4530701,-106.4530699,-1.32E-07,0.003832173,,1,1,235.1488661,229.588185,235.1488667
Mfap4,-23.63414813,-23.63415798,9.84E-06,0.380097116,,0.997496528,1,69.51104142,63.9503598,69.51102278
Mfsd8,-271.223185,-271.26558,0.042394948,1.887234333,,0.836868764,1,564.7738861,559.213204,564.6890965
Gm20257,-50.23050689,-50.30979492,0.079288022,5.173218535,,0.778264589,1,122.8623174,117.301637,122.7037403
Cst7,-47.34996919,-47.34996906,-1.35E-07,1.560610309,,1,1,116.942665,111.381983,116.9426649
Ceacam2,-85.2879324,-87.13549471,1.847562314,4.679575908,,0.174067178,1,196.5137162,190.953035,192.8185913
Apex2,-142.0162006,-142.0386252,0.022424608,0.017533389,,0.880963056,1,306.3199766,300.759295,306.2751277
Tysnd1,-243.8442781,-243.8443046,2.65E-05,0.134417824,,0.995895525,1,509.9313353,504.370675,509.9312827
Obp2a,-33.96083147,-34.01392308,0.053091604,1.406912665,,0.817768409,1,90.27057537,84.7098981,90.16438946
Polr1e,-133.2882595,-133.2882589,-6.81E-07,8.37E-05,,1,1,288.8192443,285.210402,288.8192455
Fam109a,-195.4466853,-195.5605933,0.113907959,0.88365736,,0.735738104,1,413.3639134,407.803232,413.1360971
Gdf9,-64.14892898,-64.17758411,0.028655134,0.033090895,,0.865577765,1,150.5978989,145.037213,150.5405845
A630072M18Rik,-92.98858445,-92.98858389,-5.59E-07,0.001242089,,1,1,208.2198943,202.659213,208.2198954
Cep72,-61.77162464,-61.77162419,-4.46E-07,0.155871241,,1,1,145.7859752,140.225293,145.7859758
Stil,-23.00366861,-23.00368208,1.35E-05,0.001434674,,0.997070986,1,68.25009067,62.6894091,68.25006374
Pi16,-31.68963257,-31.68963449,1.92E-06,0.160026554,,0.998894046,1,85.62199465,80.061313,85.62199166
Lipe,-146.0427238,-146.3464844,0.303760557,1.049801482,,0.581534437,1,314.9356954,309.945183,314.3281741
Prdm16,-218.9212959,-218.9212953,-5.95E-07,0.010990078,,1,1,460.0853171,454.524635,460.0853183
Pabpc4l,-26.32445693,-26.32439176,-6.52E-05,0.396593019,,1,1,74.89151055,69.330829,74.89164038
Zscan29,-206.1506851,-206.1506837,-1.35E-06,0.000758098,,1,1,434.5440928,428.983412,434.5440967
1700003M07Rik,-100.2927121,-100.292539,-0.000173023,1.475087076,,1,1,222.8278049,217.267116,222.8281507
Dot1l,-285.1003415,-285.1063088,0.005967362,0.807801882,,0.9384257,1,592.4553434,586.894662,592.4434095
Smyd3,-236.6435427,-236.653336,0.009793292,0.733703114,,0.921169187,1,495.5493982,489.988717,495.5298119
D19Ertd737e,-319.8793126,-320.7895056,0.910192934,1.23341805,,0.340063233,1,663.8217248,658.261045,662.0013517
Pcdhb4,-130.4188304,-130.4188297,-6.55E-07,0.947301047,,1,1,283.0803859,277.519704,283.0803873
Cspg4,-142.3570931,-142.3570926,-5.40E-07,0.571963944,,1,1,306.9569115,301.39623,306.9569127
Cd164l2,-46.92905742,-46.94774656,0.018689145,7.07E-05,,0.891261411,1,116.1382196,110.577539,116.1008414
Dyrk2,-49.3297933,-49.35567127,0.025877967,2.07526392,,0.872198705,1,120.9540689,115.393388,120.9023131
E130114P18Rik,-39.64553528,-39.64553472,-5.62E-07,0.003298149,,1,1,101.5337961,95.9731145,101.5337971
Slco1a4,-264.3512927,-272.2265799,7.875287206,1.675955516,,0.005011491,0.122880771,566.6958856,561.135203,550.9453119
Mfsd4,-137.7567313,-137.756731,-3.71E-07,0.053241212,,1,1,297.7561901,292.195508,297.7561891
Copz2,-148.2338568,-148.268441,0.034584126,0.443452152,,0.852469794,1,318.779608,313.218926,318.7104401
Nes,-290.0856274,-290.2300992,0.144471773,0.991568144,,0.703875323,1,602.7029252,597.142244,602.4139813
Ltb4r1,-19.11334024,-19.11334192,1.68E-06,0.271045916,,0.998966289,1,60.46941073,54.9087287,60.469407
Cnksr3,-197.7482611,-198.1943655,0.446104495,1.082197869,,0.504190697,1,418.6314576,413.070776,417.7392487
Nckap1,-208.5844869,-209.845537,1.261050064,2.161793659,,0.261452421,1,441.9338008,436.373118,439.4117003
Trpv4,-51.34364799,-51.34370832,6.03E-05,2.175639983,,0.993802734,1,124.9301439,119.369462,124.9300225
Eno4,-45.97700441,-46.25857425,0.281569847,5.199088505,,0.595674125,1,114.7598748,109.199194,114.1967353
Kcnmb2,-134.452805,-134.6814122,0.228607126,0.168721842,,0.632558552,1,291.6055602,286.04487,291.1483365
Trim35,-105.0609128,-105.0640448,0.003132019,0.830700423,,0.955370134,1,232.3708158,226.810135,232.3645521
Klhl14,-54.59818406,-54.59818388,-1.78E-07,0.003304566,,1,1,131.4390948,125.878413,131.4390946
Bpifb4,-47.48535712,-47.48535732,2.02E-07,0.00300682,,0.999641025,1,117.213441,111.652967,117.2134408
Samd12,-56.31684579,-56.43323734,0.116391552,2.118915212,,0.732981583,1,135.1092012,129.54852,134.8764181
Pigv,-96.21694008,-96.2170003,6.02E-05,0.255442199,,0.993808638,1,214.6767274,209.116045,214.6766067
Rsbn1,-186.4497327,-186.4497387,5.92E-06,0.024989762,,0.99805923,1,395.1421889,389.581508,395.1421919
Traf7,-234.8964156,-234.8964138,-1.87E-06,0.025151661,,1,1,492.0355541,486.474872,492.0355577
Plek,-68.22484371,-68.2307824,0.005938689,0.114043345,,0.938573516,1,158.7042912,153.143609,158.6924139
5330426P16Rik,-51.57528748,-51.57532846,4.10E-05,0.2585549,,0.994892369,1,125.3933839,119.832715,125.3933015
Mei1,-82.92075749,-82.92075753,3.90E-08,0.000293644,,0.999842491,1,188.0842416,182.52356,188.0842415
Icosl,-62.52382986,-62.52382949,-3.62E-07,0.084913325,,1,1,147.2903855,141.729704,147.2903862
Fbln1,-130.7075211,-131.4561004,0.748579294,2.913177198,,0.386926408,1,285.154928,279.594246,283.6577687
2700046G09Rik,-49.12067157,-49.12041789,-0.000253682,0.393316571,,1,1,120.4835633,114.922884,120.4840697
Zfp652,-145.8623973,-145.9550178,0.092620522,0.975185782,,0.76087177,1,314.1527629,308.592081,313.9675211
Car8,-167.0261221,-167.124427,0.098304849,1.585408495,,0.753873444,1,356.4915806,350.930898,356.2949707
Mbd4,-66.0068228,-66.00682205,-7.48E-07,2.16E-05,,1,1,154.2563707,148.695689,154.2563721
Wnt5b,-90.67334431,-90.91137552,0.238031206,2.613159863,,0.625631712,1,204.0654797,198.504796,203.5894151
9430091E24Rik,-120.7304172,-120.7304181,9.03E-07,0.018924249,,0.999241821,1,263.7035628,258.142881,263.7035609
Ppfibp2,-199.8794084,-200.1503863,0.270977925,1.252009584,,0.602676525,1,422.5434965,416.982815,422.0015433
Serpinf2,-15.91137517,-15.91127701,-9.82E-05,0.885898846,,1,1,54.06528072,48.5045997,54.06547686
A530054K11Rik,-53.60805404,-53.60927584,0.0012218,0.859631985,,0.972116217,1,129.4612782,123.900596,129.4588346
Nprl3,-77.99201248,-77.99201238,-9.54E-08,0.003134632,,1,1,178.2267514,172.66607,178.2267515
Folh1,-161.7938337,-161.8115075,0.017673786,0.003596707,,0.894238625,1,345.8657425,340.305059,345.8303939
D830030K20Rik,-57.77823044,-57.84389197,0.06566153,0.802629414,,0.797761618,1,137.9305118,132.36983,137.7991874
Fhl3,-46.45586607,-46.51140399,0.055537923,4.212814285,,0.813692746,1,115.2655344,109.704853,115.1544587
Socs4,-88.84447234,-88.84447278,4.40E-07,0.003727443,,0.999470736,1,199.9316712,194.370991,199.9316712
Wdr92,-140.9470605,-140.9470603,-2.12E-07,0.001813651,,1,1,304.1368471,298.576165,304.1368475
Taco1,-74.3643193,-74.36431944,1.40E-07,6.90E-05,,0.999701221,1,170.9713649,165.410684,170.9713651
Vegfc,-141.5122211,-141.5122192,-1.87E-06,0.001232562,,1,1,305.2671649,299.706483,305.2671687
Zfp78,-83.62167114,-83.6904987,0.068827563,1.379543279,,0.793051557,1,189.6237218,184.06304,189.4860688
1110006O24Rik,-30.58378777,-30.58337705,-0.000410721,0.428793523,,1,1,83.40948101,77.8487996,83.41030206
Cidea,-71.28227915,-71.28336679,0.001087643,0.966826763,,0.973690985,1,164.8094597,159.248778,164.8072848
Nuak2,-33.07494211,-33.07480935,-0.000132759,0.290614239,,1,1,88.39234632,82.8316649,88.39261074
Tifab,-38.60920887,-38.61981007,0.010601201,0.070523537,,0.917993024,1,99.48234636,93.9216684,99.46114426
Gm527,-87.97630158,-87.9763011,-4.78E-07,6.08E-05,,1,1,198.1953287,192.634648,198.1953297
Sat2,-134.7864545,-135.3966998,0.610245294,3.7564507,,0.434695467,1,293.0361244,287.475443,291.8156355
Nts,-126.9822258,-127.0749466,0.092720796,0.73543557,,0.760746309,1,276.3926217,270.831947,276.2071781
Ghrl,-68.52051786,-68.52051742,-4.40E-07,0.036628267,,1,1,159.2837614,153.72308,159.2837622
Snora81,-76.74144497,-76.74144495,-2.04E-08,0.004775353,,1,1,175.7256164,170.164935,175.7256165
Adarb2,-166.2940145,-166.2940141,-3.66E-07,0.006772286,,1,1,354.8307558,349.270074,354.8307555
Lrrc23,-97.02529202,-97.02529164,-3.83E-07,0.079515591,,1,1,216.2933098,211.599604,216.2933106
Oas1g,-65.09717167,-65.0969678,-0.000203872,0.234687615,,1,1,152.4366613,146.875983,152.4370699
Dyrk1b,-216.5450813,-216.6390687,0.093987425,1.075348144,,0.759167885,1,455.5208643,449.960183,455.3328891
Unc5b,-139.2266697,-140.5826398,1.355970103,1.718007777,,0.244237121,1,303.4080058,297.847327,300.6960659
1700019D03Rik,-103.714777,-103.7147771,9.74E-08,0.638026798,,0.999750995,1,229.6722807,224.111599,229.6722805
Ndufab1,-217.5457732,-217.6311748,0.085401603,0.105977805,,0.77010655,1,457.5050769,451.944392,457.3342729
Rasal3,-55.9662003,-55.96706396,0.000863667,0.819005437,,0.976554978,1,134.1768541,128.616173,134.1751271
Mmgt2,-75.40371037,-75.40818587,0.004475494,0.912086958,,0.946662002,1,173.0590988,167.498417,173.0501473
Ccnj,-239.6560178,-241.3046141,1.648596279,0.985208299,,0.199150093,1,504.8519544,499.291273,501.5547621
Klhl30,-185.2247712,-185.2247698,-1.40E-06,0.01155431,,1,1,392.692266,387.131584,392.6922689
Npr3,-180.308355,-180.3083538,-1.14E-06,0.006991811,,1,1,382.859435,377.298753,382.8594365
Fam83d,-132.758951,-132.7642776,0.005326569,0.072916791,,0.941819371,1,287.7712819,282.2106,287.7606285
Nek7,-241.7403034,-244.6891808,2.948877401,1.894723124,,0.085937234,0.904990338,511.6210864,506.060407,505.7233333
Nudt14,-180.128738,-180.1301645,0.001426514,1.176449215,,0.969871684,1,382.5030543,376.942373,382.5002025
Slc22a15,-37.50935241,-37.62519127,0.115838859,0.188180963,,0.733592153,1,97.4930664,91.9323848,97.26143134
Syne4,-113.1942547,-113.1970352,0.002780493,0.6535767,,0.957946734,1,248.6367968,243.076115,248.6312359
Cela2a,-18.25301295,-18.25301539,2.44E-06,0.030840321,,0.998754418,1,58.74875588,53.1880756,58.74875242
A830052D11Rik,-34.96091695,-35.1304274,0.169510442,4.15678356,,0.68054726,1,92.5035812,86.9429005,92.16456042
4930447C04Rik,-42.39650058,-42.40601155,0.009510968,2.090168064,,0.922310124,1,107.0547502,101.494068,107.0357277
Elovl7,-220.3775097,-220.480676,0.103166281,0.626471037,,0.748062559,1,463.2040739,457.643392,462.9977459
Adra1b,-123.5271085,-123.5284211,0.001312596,0.644889151,,0.971099152,1,269.2995694,263.738888,269.2969435
Cbs,-120.9584786,-122.1379184,1.1794398,3.948874285,,0.277470071,1,266.5185635,260.957882,264.1596837
Nme5,-176.589877,-176.5898759,-1.08E-06,0.000903022,,1,1,375.422478,369.861796,375.4224805
Foxp4,-186.4693437,-186.4693433,-3.92E-07,0.001184851,,1,1,395.1814145,389.620732,395.1814139
Zfhx3,-247.4939136,-254.776235,7.282321427,2.059954658,,0.006963649,0.160174699,531.7951964,526.234515,517.2305537
Dbpht2,-200.328426,-200.3285406,0.000114596,0.088948897,,0.991458841,1,422.8998076,417.339126,422.8995785
Itgam,-44.73504917,-44.73504862,-5.55E-07,0.001287858,,1,1,111.7128237,106.152142,111.7128249
Nos1ap,-74.4491869,-74.44918473,-2.18E-06,0.069122598,,1,1,171.1410958,165.580414,171.1411003
Acan,-253.2777064,-253.2776988,-7.64E-06,0.905854862,,1,1,528.798123,523.237442,528.7981393
Cdkn2c,-119.2148254,-119.2148249,-4.85E-07,0.008820249,,1,1,260.6723779,255.111696,260.6723773
Atp8a2,-40.36140353,-40.36140355,1.68E-08,2.052063477,,0.999896638,1,102.9655337,97.404852,102.9655336
Lhx5,-23.44015337,-23.44015904,5.67E-06,0.114389754,,0.998100612,1,69.12304267,63.5623633,69.12303326
D11Wsu47e,-114.212532,-114.7546985,0.542166585,1.588435851,,0.461536208,1,251.7521234,246.191442,250.6677905
Vangl2,-77.62605747,-78.47905554,0.852998076,2.627702759,,0.355705578,1,179.2008374,173.640156,177.4948415
Ccnb2,-50.02618453,-50.0261823,-2.23E-06,0.020058918,,1,1,122.2950914,116.73441,122.2950956
Pias4,-66.94970857,-66.94970807,-4.96E-07,0.000819213,,1,1,156.1421424,150.581461,156.1421437
Dnase1l2,-74.05257604,-74.0725863,0.020010265,0.000926423,,0.887508418,1,170.387897,164.827216,170.3478786
Wfdc1,-128.6058238,-128.7419185,0.136094716,3.693722494,,0.71219468,1,279.7265636,274.165882,279.4543741
1700086L19Rik,-103.5081441,-103.5081436,-5.21E-07,0.000793095,,1,1,229.2590137,223.698332,229.2590147
Ptger2,-48.10036365,-48.10036328,-3.75E-07,0.195784276,,1,1,118.4434538,112.882771,118.4434538
Thpo,-27.0844036,-27.43370015,0.34929655,3.542907477,,0.554511607,1,77.11012684,71.5494451,76.41153372
Slc16a10,-80.19510636,-80.25291915,0.057812791,1.083957315,,0.809986919,1,182.7485496,177.18788,182.6329392
Rhpn1,-117.0022121,-117.0309127,0.028700593,0.090607994,,0.865472198,1,256.3045532,250.743872,256.2471507
F13a1,-115.6237746,-116.3854273,0.761652731,1.526989463,,0.382811799,1,255.0135809,249.452899,253.4902757
Pgam2,-25.067783,-25.06771428,-6.87E-05,0.307040785,,1,1,72.37815566,66.8174741,72.37829252
Tbce,-78.55351302,-78.68475685,0.131243838,0.217523077,,0.717145855,1,179.6122411,174.051559,179.3497526
Rdh13,-106.635365,-106.6353337,-3.12E-05,0.19153602,,1,1,235.5134628,229.952734,235.5134565
Nln,-159.472921,-159.4958539,0.022932921,0.832392515,,0.879631641,1,341.2344432,335.673753,341.1885685
Angpt2,-79.26315531,-80.44348898,1.180333665,3.271239157,,0.277288078,1,183.1297045,177.569023,180.7690371
Nucb2,-166.748951,-169.0478229,2.298871956,1.525420581,,0.129467995,1,360.3383731,354.777692,355.7406285
Dnajb3,-87.28070999,-87.28070999,-4.75E-09,4.065721173,,1,1,196.8041493,191.243465,196.8041465
Zfp111,-115.3042823,-117.3687069,2.064424676,9.053627174,,0.15077182,1,256.9801408,251.41946,252.8512911
Mettl6,-96.73089461,-96.73782618,0.006931571,0.002422661,,0.933647938,1,215.7183783,210.157697,215.7045157
Wdr90,-172.4107371,-172.561958,0.151220921,1.333059066,,0.697371323,1,367.3666421,361.80596,367.0642007
Mal2,-95.28771628,-95.28852426,0.00080798,1.590207646,,0.977323196,1,212.8197751,207.259093,212.8181591
Ism1,-121.095606,-121.7473288,0.651722768,1.33879901,,0.419497418,1,265.7373841,260.176705,264.4339385
Dvl3,-21.35766749,-21.35760036,-6.71E-05,0.480874378,,1,1,64.95792778,59.3972465,64.9580615
C030039L03Rik,-82.38776341,-82.49488831,0.107124896,1.374019541,,0.743441447,1,187.2325038,181.671823,187.0182533
Pmel,-54.28721497,-54.28721429,-6.76E-07,0.018268075,,1,1,130.8171551,125.256473,130.8171565
Arhgef10l,-176.4119904,-176.6092252,0.197234824,0.803222526,,0.656962135,1,375.4611767,369.900495,375.0667073
Pigc,-227.7715346,-227.7715273,-7.26E-06,0.329266424,,1,1,477.785779,472.225097,477.7857957
Adcy7,-88.40743708,-88.41157039,0.004133309,0.018735786,,0.948738667,1,199.0658672,193.505186,199.0576007
Spata4,-33.33460267,-33.33460136,-1.32E-06,0.603759765,,1,1,88.91192922,83.3512476,88.91193186
Alms1-ps2,-77.50531331,-77.50531322,-8.87E-08,0.003507231,,1,1,177.2533534,171.692672,177.2533531
Tpr,-295.74778,-299.4050969,3.657316855,4.241413846,,0.055823464,0.691513247,621.0529204,615.492239,613.7382865
Cd79b,-14.75002105,-14.7500211,5.60E-08,5.792467043,,0.999811209,1,51.74276888,46.1820871,51.74276862
Homer3,-117.671305,-120.3926961,2.721391097,2.231383222,,0.099011691,0.975282785,263.0281187,257.467437,257.5853365
